Project,Fork,Star,ISSUE ID,STATUS,Severity,Create Time,Fix Time,Commit ID,Description,Discuss Information,Classification,Severity_Level
OSWorld,442,2796,298,open,,2025-08-05T19:14:16Z,,,"Hi,   I created 2 VMs and ran two separate scripts with two different models simultaneously, but after a while, my VMs get stuck and it seems the webservers become inaccessible. For example, I can't send a simple post request to upload a file on the VMs. I also notice some services like Microsoft Teams get unresponsive (lose connectivity) so I need to restart the computer.   Even when I have only 1 VM, say after 2 hours of running, I run into the same issue that the VM gets unresponsive. If I just end the process and rerun the code, the a11y tree retrieval gets super slow! So I think some kind of corrupted states remain. The only solution has been to completely delete Ubuntu0 and recreate the VM files.   With 2 VMs, I run  into the issue much faster; so probably more requests and compute is messing with something. Do you have any intuitions or prior experience on this?",,C(delete),High
OSWorld,442,2796,284,closed,,2025-07-24T06:06:10Z,2025-07-24T08:27:18Z,PR Merged,,,C(delete),High
OSWorld,442,2796,277,closed,,2025-07-22T11:33:15Z,2025-07-22T20:09:36Z,PR Merged,This PR adds support for flexible provider selection and resolves Docker provider initialization issues.  ## Changes - Add `--provider_name` command-line argument to run.py (defaults to vmware for backward compatibility) - Fix Docker provider controller initialization with delayed setup pattern - Add safety checks for controller existence in error handling  ## Benefits - Users can now specify different virtualization providers directly from command line - Resolves `AttributeError: 'DesktopEnv' object has no attribute 'setup_controller'` for Docker provider - Maintains full backward compatibility with existing workflows  ## Testing - Verified with VMware provider (default behavior unchanged) - Tested Docker provider initialization and lifecycle - Confirmed error handling improvements,"Yes indeed, thanks for your contribution!",A(safety),Medium
OSWorld,442,2796,241,open,,2025-07-07T17:30:35Z,,,"Hi, congrats on this great project!  After running multiple examples smoothly, I notice the operations such as getting the a11y tree and logging get super slow. For the same task, the a11y tree that would take <15s, now takes up to 80s. Looking at the logs, I also see sometimes it ha trouble communicating with the VM like connection errors, etc.  I have tried different solutions like deleting the VM logs and app data, restarting the system, etc. But the only solution that has worked is to fully delete Ubuntu0 and recreate the vm and the snapshot using the main.py script.  I'd really appreciate if you could share any insights or even relevant experience on this matter.  Thanks so much!","I noticed even the end_recording operation gets super slow as well sometimes taking 6 minutes! | Hi thanks for your question!  Personally I didn't encounter this problem before, and I highly suspect the problem was introduced by some latest updates where we focus more on platforms like docker and aws cloud services. We are preparing for a big public evaluation update and will launch it very soon. Later I will have a look about why this happen. Would you mind join our [Discord channel](https://discord.gg/4Gnw7eTEZR)? We can have quicker communication over there.  | Thank you so much for your response! Also thanks for suggesting the discord channel. I also had another observation that once the tasks starts, for 2,3 minutes the VM is connected to the internet, but at some point the internet no longer works. Have you had this problem before?",C(delete),High
OSWorld,442,2796,217,closed,,2025-06-16T09:55:00Z,2025-06-16T13:37:19Z,PR Merged,"# Summary of Improvements  ## 1. **Blocking File Open Logic** - **Changed the `open_file` function from a non-blocking, “fire-and-forget” action into a synchronous, blocking operation.**   - The server now waits for the target application/window to actually open and become active before returning success.   - This prevents race conditions where subsequent actions would fail because the application was not ready.   - Improved reliability for slow-starting applications (e.g., LibreOffice, Chrome) on cloud/AMI images.  ## 2. **Robust and Secure Evaluation Functions** - **Reimplemented and enhanced several evaluation functions for stricter and more flexible grading:**   - `compare_unique_train_records`:       - Accepts both the gold standard and the original file as input (via multi-file `expected` and `gives` in JSON).     - Ensures the result is a true subset of the original, with no fabricated or tampered lines.     - Checks for deduplication, correct train_id set, and line count.   - `compare_docx_images`, `compare_docx_lines`, `compare_docx_tables`, etc.:     - Improved to handle edge cases, whitespace, and more flexible content comparison.     - Added smarter sentence split/blank line checks for paragraph tasks.     - Added semantic table checks and postconfig script fixes for table conversion tasks.  ## 3. **Evaluation Framework & JSON Configuration Enhancements** - **Leveraged the framework’s multi-file support:**   - Used `multi: true` and `gives: [0, 1]` in JSON to pass multiple files to evaluation functions.   - No need to modify core framework code or merge files manually. - **Bugfix:**     - Identified that `get_cloud_file` only returns the first file by default; fixed by specifying `gives` in JSON.  ## 4. **Grader Sensitivity & Real-World Task Handling** - **Improved grader sensitivity and strictness for file/content comparison:**   - PDF export tasks now tolerate font subset/metadata differences.   - DOCX line and table comparison tasks now handle more real-world variations and gold file alternatives.   - “Infeasible” tasks are now clearly marked and handled. - **Evaluator data and gold files updated/fixed for edge cases and ambiguity.**  ## 5. **Clipboard and Screenshot Handling** - **Clipboard image paste (`ctrl+v`) and screenshot copy tasks reviewed:**   - Identified issues with model bypassing the correct interface (e.g., pasting images).   - Documented model/VM timing issues and provided suggestions for AMI/system image optimization.  ## 6. **Debugging and Logging** - Added debug logging to evaluation functions to quickly diagnose parameter passing and framework integration issues.  ---  ## **Task-Specific Notes & Fixes**  - **PDF Export:**     - Improved grader to tolerate font subset/metadata differences.   - Fixed gold filename handling and allowed for multiple possible storage locations. - **Screenshot Copy/Paste:**     - Investigated clipboard image paste issues; noted possible side effects of Chinese input or model behavior. - **Train Record Deduplication:**     - Implemented `compare_unique_train_records` for strict deduplication and anti-tampering. - **Sentence Split/Blank Line:**     - Improved blank line and sentence split logic; fixed gold file for edge cases. - **Table Conversion:**     - Enhanced table comparison and allowed for multiple gold file variants. - **Infeasible Tasks:**     - Marked and pruned tasks that are not feasible or out of scope.  ---  **This PR makes the evaluation process more robust, secure, and extensible, while fully leveraging the framework’s multi-file capabilities and improving real-world grading accuracy.**",,A(secure),Medium
OSWorld,442,2796,212,closed,,2025-06-10T04:11:12Z,2025-06-10T13:44:18Z,PR Merged,"## AWS OSWorld Deployment and Evaluation Enhancement  ### �️ **Phase 1: AWS Infrastructure Setup** - **EC2 Instance Configuration**: Select appropriate instance types (CPU, RAM, storage for OSWorld multi-VM requirements) - **Network Security Setup**: Configure security groups, VPC, gateways for SSH and VM communication ports - **Environment Deployment**: Clone OSWorld repository, configure AWS credentials and provider settings - **AMI Creation**: Save configured AMI for future reuse  ### � **Phase 2: Agent Integration (Optional)** - **Interface Understanding**: Study OSWorld agent architecture and `mm_agents` module requirements - **CUA Integration**: Integrate Anthropic CUA and OpenAI CUA from `computer-agent-arena-hub` - **Function Verification**: Write test scripts to validate basic agent functionality - **Code Contribution**: Submit PRs to OSWorld repository  ### ⚡ **Phase 3: AWS Evaluation Execution** - **Configuration Verification**: Ensure OSWorld is correctly configured for AWS provider - **Critical Considerations**:   - ⚠️ **Network Configuration**: Carefully verify security groups, gateways, VPC settings   - ⚠️ **Resolution Upgrade**: Contact millank0817@gmail.com to upgrade AMI resolution from 720p to 1080p - **Progressive Testing**:    - Small-scale testing (single agent, limited tasks)   - Monitor VM creation, agent communication, task execution   - Troubleshooting and code fixes - **Full Evaluation**: Ensure all 369 tasks complete with reasonable time estimation - **Parallel Verification**: Validate multi-VM parallel management and result collection  ### � **Additional Enhancements**  #### **1. Google Drive Integration** - Improve Google Drive authentication and file operations - Enhance error handling for Drive API rate limits - Optimize file upload/download performance for evaluation tasks  #### **2. IP Proxy Support** - Implement IP proxy configuration for network requests - Add proxy rotation capabilities for large-scale evaluations - Ensure proxy compatibility with AWS networking  #### **3. Agent Message End Logic** - Refine agent conversation termination detection - Implement robust message completion validation - Add configurable timeout and retry mechanisms  #### **4. Dashboard Improvements** - Enhanced real-time monitoring for multi-environment execution - Better visualization of task progress and success rates - Improved error reporting and logging interface - AWS resource utilization tracking  #### **5. Fix Known Bugs** - Fix broken huggingface file links - Fix some tasks (Will fix more in coming weeks)",bugbot run  | <h3>� BugBot couldn't run</h3>  Pull requests from forked repositories are not yet supported (requestId: serverGenReqId_f3c58e4c-5be4-4e74-add6-4e0cfa61f9ca).   | add public evaluation readme,A(security),Medium
OSWorld,442,2796,211,open,,2025-06-09T16:49:56Z,,,"**Issue Description** Some EC2 instances become completely unresponsive after launch, even though AWS console shows the instance status as running normally. While the instance appears to be healthy and has a valid IP address, it cannot be accessed via SSH or any other means.  **Expected Behavior** - EC2 instance should be accessible after launch - Should be able to establish SSH connection - Services should start normally  **Current Behavior** - Instance status shows as ""running"" in AWS console - IP address is assigned correctly - Instance is completely unresponsive - Cannot establish SSH connection - Unable to start subsequent services  **Technical Details** - AWS Provider - Instance status checks pass - IP allocation is successful - Network ACLs and Security Groups are properly configured  **Impact** - Unable to proceed with service deployment - Instance becomes unusable - Requires termination and relaunch of new instance  **Steps to Reproduce** 1. Launch EC2 instance with specific AMI 2. Wait for instance to show ""running"" status 3. Attempt to connect via SSH 4. Observe complete unresponsiveness  **Additional Notes** This appears to be an intermittent issue affecting some AMIs. The instance shows all normal indicators of health in AWS console but is effectively dead and unreachable.  **Questions** - Is this related to specific AMIs? - Could there be an issue with instance initialization scripts? - Are there any known AWS infrastructure issues that could cause this?  **Environment** - AWS Region: us-east-1 - Instance Type: t3.medium - AMI ID: ami-00509b93f2216f419 ",,A(security),Medium
OSWorld,442,2796,207,closed,,2025-06-05T04:37:40Z,2025-06-10T13:44:20Z,PR Merged,"## AWS OSWorld Deployment and Evaluation Enhancement  ### �️ **Phase 1: AWS Infrastructure Setup** - **EC2 Instance Configuration**: Select appropriate instance types (CPU, RAM, storage for OSWorld multi-VM requirements) - **Network Security Setup**: Configure security groups, VPC, gateways for SSH and VM communication ports - **Environment Deployment**: Clone OSWorld repository, configure AWS credentials and provider settings - **AMI Creation**: Save configured AMI for future reuse  ### � **Phase 2: Agent Integration (Optional)** - **Interface Understanding**: Study OSWorld agent architecture and `mm_agents` module requirements - **CUA Integration**: Integrate Anthropic CUA and OpenAI CUA from `computer-agent-arena-hub` - **Function Verification**: Write test scripts to validate basic agent functionality - **Code Contribution**: Submit PRs to OSWorld repository  ### ⚡ **Phase 3: AWS Evaluation Execution** - **Configuration Verification**: Ensure OSWorld is correctly configured for AWS provider - **Critical Considerations**:   - ⚠️ **Network Configuration**: Carefully verify security groups, gateways, VPC settings   - ⚠️ **Resolution Upgrade**: Contact millank0817@gmail.com to upgrade AMI resolution from 720p to 1080p - **Progressive Testing**:    - Small-scale testing (single agent, limited tasks)   - Monitor VM creation, agent communication, task execution   - Troubleshooting and code fixes - **Full Evaluation**: Ensure all 369 tasks complete with reasonable time estimation - **Parallel Verification**: Validate multi-VM parallel management and result collection  ### � **Additional Enhancements**  #### **1. Google Drive Integration** - Improve Google Drive authentication and file operations - Enhance error handling for Drive API rate limits - Optimize file upload/download performance for evaluation tasks  #### **2. IP Proxy Support** - Implement IP proxy configuration for network requests - Add proxy rotation capabilities for large-scale evaluations - Ensure proxy compatibility with AWS networking  #### **3. Agent Message End Logic** - Refine agent conversation termination detection - Implement robust message completion validation - Add configurable timeout and retry mechanisms  #### **4. Dashboard Improvements** - Enhanced real-time monitoring for multi-environment execution - Better visualization of task progress and success rates - Improved error reporting and logging interface - AWS resource utilization tracking  ### � **Expected Deliverables** - Stable AWS OSWorld deployment solution - Fully functional agent integrations - Multiple OSWorld repository PRs (fixes and improvements) - Complete 369-task evaluation results - Enhanced monitoring and debugging capabilities ",bugbot run ,A(security),Medium
OSWorld,442,2796,196,closed,,2025-05-22T02:56:58Z,2025-05-22T03:04:22Z,PR Merged,## Description Adds Azure OpenAI API support with: - New environment variables configuration - Automatic endpoint construction - Backward compatibility with standard OpenAI API  ## Configuration Changes - Added `.env.example` template - Requires `python-dotenv` package  ## Security - All sensitive credentials are environment-based - `.env` excluded from version control,add azure_gpt_4o | feat: add Azure-GPT API support  - Add AZURE_OPENAI_API_BASE/DEPLOYMENT/API_VERSION env configs - Implement Azure-GPT client with fallback to OpenAI,A(security),Medium
OSWorld,442,2796,186,open,,2025-05-02T16:41:34Z,,,"  **Description:**  In the current configuration of the VLC task's `settings`, the `launch` parameters are defined as follows:  ```json {   ""type"": ""launch"",   ""parameters"": {     ""command"": ""VLC_VERBOSE=-1 vlc""   } } ```  This configuration results in the following error during execution:  ```json {   ""message"": ""[Errno 2] No such file or directory: 'VLC_VERBOSE=-1'"",   ""status"": ""error"" } ```  The command is being interpreted as an attempt to execute a file named `VLC_VERBOSE=-1`, which leads to the error.  **Example Task:** `vlc/59f21cfb-0120-4326-b255-a5b827b38967`","I added `VLC_VERBOSE=-1` to avoid the vlc to actually play sounds, in case that bother you or causing errror when there are no hardware for playing sounds. If it cause errror, delete this part on your side will work.",C(delete),High
OSWorld,442,2796,182,closed,,2025-04-22T08:44:13Z,2025-04-28T03:05:23Z,,"### content 4-hour Delay Between Screenshot Capture and Accessibility Tree Retrieval 1. logs ``` [1;33m[2025-04-22 08:49:22,631 [31mINFO [32mpython/32-MainProcess[1;33m] [0mGot screenshot successfully [1;33m[2025-04-22 12:32:46,972 [31mINFO [32mpython/54-MainProcess[1;33m] [0mGot accessibility tree successfully  [1;33m[2025-04-22 12:32:57,372 [31mINFO [32mpython/32-MainProcess[1;33m] [0mGot screenshot successfully [1;33m[2025-04-22 16:05:42,901 [31mINFO [32mpython/54-MainProcess[1;33m] [0mGot accessibility tree successfully ``` At the same time, using: ```curl http://localhost:5000/accessibility | python -m json.tool``` is OK. 2. info - cpu ``` top - 16:39:06 up 3 days, 21:45,  2 users,  load average: 0.92, 1.14, 1.16 Tasks: 754 total,   1 running, 390 sleeping,   0 stopped,   2 zombie %Cpu(s):  0.2 us,  1.3 sy,  0.0 ni, 98.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st KiB Mem : 19686347+total, 12029414+free,  9695596 used, 66873724 buff/cache KiB Swap: 33554428 total, 33554428 free,        0 used. 18485864+avail Mem     PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND                                                                                        1424 root      39  19       0      0      0 S  73.1  0.0 139:12.64 kipmi0                                                                                        62859 root      20   0 7153376 3.454g  24708 S   6.3  1.8   1:13.11 qemu                                                                                          15665 root      20   0 2467380  40040  11204 S   1.0  0.0  21:34.62 falcon-agent                                                                                  15860 root      20   0  721908  32232   5880 S   1.0  0.0  35:12.87 dw_1007                                                                                       15865 root      20   0  722748  19260   5812 S   1.0  0.0  11:30.77 dw_1003                                                                                       35487 root      20   0 6869180 2.880g  24496 S   1.0  1.5  16:42.49 qemu                                                                                          15870 root      20   0  719156  22392   5816 S   0.7  0.0  23:20.46 dw_1002   ``` - mem ```               total        used        free      shared  buff/cache   available Mem:           187G        9.3G        114G         36M         63G        176G Swap:           31G          0B         31G ``` - hard ``` Filesystem      Size  Used Avail Use% Mounted on devtmpfs         94G     0   94G   0% /dev tmpfs            94G  4.0K   94G   1% /dev/shm tmpfs            94G   34M   94G   1% /run tmpfs            94G     0   94G   0% /sys/fs/cgroup /dev/sda2       100G   19G   82G  19% / /dev/nvme0n1p1  2.9T   50G  2.7T   2% /opt overlay         2.9T   50G  2.7T   2% /opt/docker/volumes/overlay2/0204fa7a753832c00b957c4c6067fde00dad25eb4d514a916a0d837c563ff4cd/merged shm              64M   20K   64M   1% /opt/docker/volumes/containers/0407ee7e8657f7f500223f880daba8aae6131d2e02b08204dc195074a033a8c8/mounts/shm overlay         2.9T   50G  2.7T   2% /opt/docker/volumes/overlay2/2e7f211b4bf38ee063a53e006e9f0fbad459cba7f209934f6ca176d2174bc998/merged shm              64M   20K   64M   1% /opt/docker/volumes/containers/8d8aa95ef9bc728aad4c7b644d3bffeb5d916efa9c8736dd7b791b2b6b0bbf13/mounts/shm ``` - docker ``` Containers: 5  Running: 2  Paused: 0  Stopped: 3 Images: 1 Server Version: 18.06.1-ce Storage Driver: overlay2  Backing Filesystem: extfs  Supports d_type: true  Native Overlay Diff: true Logging Driver: json-file Cgroup Driver: cgroupfs Plugins:  Volume: local  Network: bridge host macvlan null overlay  Log: awslogs fluentd gcplogs gelf journald json-file logentries splunk syslog Swarm: inactive Runtimes: runc Default Runtime: runc Init Binary: docker-init init version: fec3683 Security Options:  seccomp   Profile: default Kernel Version: 4.18.0-147.mt20221104.486.el8_1.x86_64 Operating System: CentOS Linux 7 (Core) OSType: linux Architecture: x86_64 CPUs: 64 Total Memory: 187.7GiB Docker Root Dir: /opt/docker/volumes Debug Mode (client): false Debug Mode (server): false Registry: https://index.docker.io/v1/ Labels: Experimental: false Insecure Registries:  production.cloudflare.docker.com  127.0.0.0/8 Live Restore Enabled: false ``` - centos ``` CentOS Linux release 7.1.1503 (Core) ``` ### how to close Please fix this issue, or provide possible solutions to move forward.","case id: a9f325aa-8c05-4e4f-8341-9e4358565f4f | nohup python run.py \     --path_to_vm docker_vm_data/Ubuntu.qcow2 \     --headless \     --observation_type som \     --model gpt-4o \     --result_dir ./results \     --max_trajectory_length 3 > x.log 2>&1 & | Sorry cannnot reproduce your error... I guess for calc the a11y tree handling is problematic sometimes, so there are too many cells to extract which takes time. | > Sorry cannnot reproduce your error... I guess for calc the a11y tree handling is problematic sometimes, so there are too many cells to extract which takes time.  是的，环境不同估计不太好重现，a11y内容再多，也不会花费4个小时。 我尝试做了修复，加了超时参数，50秒 正在som中做全量数据的测试 | Even after adding a timeout parameter, it still gets stuck and doesn't move. This is a very strange issue. Is there any way to expose more details? | Restarting the computer resolves this issue; therefore, this issue will be closed. | Hi, I also tried restarting the computer but still it takes too long to get the a11 tree. ",A(security),Medium
OSWorld,442,2796,180,open,,2025-04-20T15:12:19Z,,,"Hey, thank you for your great work!  I'm experiencing an issue while trying to run your model from my Mac using VMWare Fusion. When executing the example quick start code from your readme (and in general), the code initially outputs that it has started the VM machine, and a VMWare window opens, but then nothing happens. The window remains inactive without displaying any content or progress. After some time, the call from my machine closes automatically without any additional output or error messages. Could you please provide some guidance on how to troubleshoot this issue or what might be causing the VM to stall?  Thanks in advance, Noga","Hmm, it's weird, personally I didn't track VMware provider for a long time, maybe someone else can help here. | I think that it can be a case of issue about the broken cache. How about trying it after delete these files  1. vmware_vm_data 2. .vmware_lck 3. .vmware_vms",C(delete),High
OSWorld,442,2796,168,open,,2025-04-04T17:44:17Z,,,"I tried to run the code given in md and after downloading a 10.6GB file the following error occurs.  C:\Users\yaoyu\OSWorld>python example.py C:\Users\yaoyu\AppData\Roaming\Python\Python311\site-packages\pandas\core\arrays\masked.py:60: UserWarning: Pandas requires version '1.3.6' or newer of 'bottleneck' (version '1.3.5' currently installed).   from pandas.core import ( C:\ProgramData\anaconda3\Lib\site-packages\paramiko\transport.py:219: CryptographyDeprecationWarning: Blowfish has been deprecated   ""class"": algorithms.Blowfish, Traceback (most recent call last):   File ""C:\Users\yaoyu\OSWorld\example.py"", line 44, in <module>     obs = env.reset(task_config=example)           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""C:\Users\yaoyu\OSWorld\desktop_env\desktop_env.py"", line 143, in reset     self._start_emulator()   File ""C:\Users\yaoyu\OSWorld\desktop_env\desktop_env.py"", line 99, in _start_emulator     self.provider.start_emulator(self.path_to_vm, self.headless, self.os_type)   File ""C:\Users\yaoyu\OSWorld\desktop_env\providers\docker\provider.py"", line 134, in start_emulator     raise e   File ""C:\Users\yaoyu\OSWorld\desktop_env\providers\docker\provider.py"", line 124, in start_emulator     self._wait_for_vm_ready()   File ""C:\Users\yaoyu\OSWorld\desktop_env\providers\docker\provider.py"", line 85, in _wait_for_vm_ready     raise TimeoutError(""VM failed to become ready within timeout period"") TimeoutError: VM failed to become ready within timeout period  Also in the run.py example, I noticed that one of the VM paths is ubuntu.vmx, but there is actually no such folder or file, I changed it to my own vmware installation of ubuntu but got an error about not being able to find the IP! ","Hi, since you are using VMware to run it, could you try to open the VM file mannualy through VMware interface? Then let's dig into why it cannot be opened through code. | I was using docker on Linux, and I got 403 error code from the docker container when running the test script in quick start guide. Can you please help? Below is the logs from docker container: ❯ Starting QEMU for Docker v0.0... ❯ For support visit https://github.com/qemus/qemu-docker ❯ CPU: Intel Xeon Gold 6252N CPU | RAM: 362/377 GB | DISK: 200 GB (ext4) | HOST: 4.18.0-513.11.1.el8_9.x86_64...  Formatting '/boot.qcow2', fmt=qcow2 cluster_size=65536 extended_l2=off compression_type=zlib size=53687091200 backing_file=/System.qcow2 backing_fmt=qcow2 l$ zy_refcounts=off refcount_bits=16 ❯ Creating a 32G growable disk image in raw format... iptables v1.8.10 (legacy): can't initialize iptables table `nat': Table does not exist (do you need to insmod?) Perhaps iptables or your kernel needs to be upgraded. ❯ ERROR: The 'ip_tables' kernel module is not loaded. Try this command: sudo modprobe ip_tables iptable_nat ❯ Warning: falling back to usermode networking! Performance will be bad and port forwarding will not work. ❯ Booting image using QEMU v9.1.0... WARNING: Image format was not specified for '/storage/uefi.rom' and probing guessed raw.          Automatically detecting the format is dangerous for raw images, write operations on block 0 will be restricted.          Specify the 'raw' format explicitly to remove the restrictions. BdsDxe: loading Boot0007 ""ubuntu"" from HD(2,GPT,58F534E5-6D50-4139-9981-DF9EC54B73F4,0x1000,0x100800)/\EFI\ubuntu\shimx64.efi BdsDxe: starting Boot0007 ""ubuntu"" from HD(2,GPT,58F534E5-6D50-4139-9981-DF9EC54B73F4,0x1000,0x100800)/\EFI\ubuntu\shimx64.efi ",A(dangerous),Medium
OSWorld,442,2796,125,closed,,2025-02-04T02:29:40Z,2025-02-05T02:52:00Z,PR Merged,"Among the changes in #121 is an update to `contains_page_break`. Unfortunately, this change introduced a bug. This code https://github.com/xlang-ai/OSWorld/blob/983283a86a03963510c35ef117fcdfa943d8633f/desktop_env/evaluators/metrics/docs.py#L73  induces a `referenced before assignment` error.  Simply adding ```python page_break_count = 0 ```  above the `for` loops should fix it.",Thanks for the contribution!,E(regression),Low
OSWorld,442,2796,111,open,,2024-12-01T14:19:50Z,,,Thanks for your awesome work！  Is there any plan or idea to provide the apptainer server as a desktop environment?,"Hi!  What is the `apptainer server` you referred?  Best, Tianbao | Same demand here! About apptainer: https://apptainer.org/  | Any followup about the apptainer / singularity? We would be very appreciated if this could be added because most university HPC headless cluster doesn't have docker because of security concerns.",A(security),Medium
OSWorld,442,2796,56,open,,2024-07-15T18:01:45Z,,,"Folks,     One of our users lauched 9 aws instances in us-east-1 and all 9 instances started lauching SSH brute force attacks on other servers. You may want to check your AMI and recent commits.   Good Luck  Examples of traffic ``` Jul 13 14:19:18 web sshd[31826]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=[ec2-54-198-244-137.compute-1.amazonaws.com](http://ec2-54-198-244-137.compute-1.amazonaws.com/) user=root Jul 13 14:19:20 web sshd[31826]: Failed password for root from 54.198.244.137 port 54696 ssh2 Jul 13 14:19:20 web sshd[31826]: Connection closed by 54.198.244.137 port 54696 [preauth] Jul 13 14:19:21 web sshd[31831]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=[ec2-54-198-244-137.compute-1.amazonaws.com](http://ec2-54-198-244-137.compute-1.amazonaws.com/) user=root Jul 13 14:19:22 web sshd[31831]: Failed password for root from 54.198.244.137 port 54708 ssh2 Jul 13 14:19:22 web sshd[31831]: Connection closed by 54.198.244.137 port 54708 [preauth] Jul 13 14:19:24 web sshd[31833]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=[ec2-54-198-244-137.compute-1.amazonaws.com](http://ec2-54-198-244-137.compute-1.amazonaws.com/) user=root ``` ","Just an update, these may be the 9 instances trying to ssh into each other, we have limited data from AWS, but it appears that one of the places it was detected was on another of the launched instances. It is possible that this something that you are doing (attempting to ssh as root? between machines) that AWS is detecting and labeling as abusive..  | Hi,  Thanks for your note! I apologize for any confusion. Actually, we didn't set up SSH connections inside the created VMs. For security purposes, we highly recommend setting up a private VPC and security group to block any suspicious connections. Unfortunately, we don't currently have documentation on this.  Best regards, Tianbao",A(security),Medium
OSWorld,442,2796,53,open,,2024-07-05T09:17:58Z,,,"I have successfully installed the vmware workstation pro 17.5.1 on windows and accurately equipped the environment required in the requirements.txt, then I tried to run through the quick start code you mentioned in the repo.  Then I got the error, requests.exceptions.SSLError: HTTPSConnectionPool(host='huggingface.co', port=443): Max retries exceeded with url: /datasets/xlangai/ubuntu_x86/resolve/main/Ubuntu.zip (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))  After debugging, I found this error raised when the process trying to allocate a new virtual machine.(The get_vm_path() function of VMWareVMManager, more accurately, is when calling requests.get(url, headers=headers, stream=True) in the _install_vm() function). I suppose is that my network is blocked in China, even if with the VPN.   I tried to set up a Ubuntu virtual machine in VMware and then use its .vmx file as the ""path_to_vm"". But it still not work with the error ""UnicodeDecodeError: 'utf-8' codec can't decode byte 0xb2 in position 8: invalid start byte"".  I don't know what is the true error and points to fix. Could you tell me how to use self-constructed virtual machine to run tests, or use an alternative method to avoid the network error?","Thanks for the question!  Yes, it just came to me that huggingface is banned in mainland China... The easiest way is to use a VPN, or download the virtual machine image we provided [here](https://github.com/xlang-ai/OSWorld/blob/b4bbe4a3b61752879bcd31338e871aa35a5c5b54/desktop_env/providers/vmware/manager.py#L27) and store in Modelscope or something online. It is highly recommended you go through our [code for downloading and configuration](https://github.com/xlang-ai/OSWorld/blob/b4bbe4a3b61752879bcd31338e871aa35a5c5b54/desktop_env/providers/vmware/manager.py) to understand what we are doing. In short, during the installation process of OSWorld, it involves downloading (a zip file), unzipping, renaming, starting the machine, and then taking a snapshot (which we name `init_state`) after the startup.   For your own setup, could you provide which line of code raises this error for us to locate the error?  Best, Tianbao | Sure, the environment set up function is called as""env = DesktopEnv(action_space=""pyautogui"", path_to_vm=""D:\\Pro_Gram\\imaginary\\Ubuntutest.vmx"")"", which means ""path_to_vm"" is the path of  my own virtual machine. Then the error raises at ""self._start_emulator() -> self.provider.start_emulator(self.path_to_vm, self.headless) -> output = subprocess.check_output(f""vmrun {get_vmrun_type()} list"", shell=True, stderr=subprocess.STDOUT)"" It seems that the decoding of ""vm -T ws list"" have some problems. Error Message:""subprocess.CalledProcessError: Command 'vmrun -T ws list' returned non-zero exit status 1. ![image](https://github.com/xlang-ai/OSWorld/assets/140282198/e9b35081-7bc9-4278-a051-097495ad1ef8) ""  | Yes, I met this error before, could you please try to manually run the `vmrun -T ws list` and see the output? | ![image](https://github.com/xlang-ai/OSWorld/assets/140282198/8cafc695-8fc4-4411-bdd3-5766c36a1718) This is what i got from running `vmrun -T ws list` in the VMware installation catalogue. Should I run this in OSworld catalogue? This is what I get:  ![image](https://github.com/xlang-ai/OSWorld/assets/140282198/93c8923a-4007-4411-a508-7872426c3ef1) But I have add the vmware/bin to the system path. | Pardon me, should I install VMware in OSworld catalogue?  | (Updated) I have downloaded the Ubuntu.zip from the huggingface, and when I debugging the quickstart code of your demo, I found that after unzip and renaming the machine, I got problem in the starting machine process, the exact line of the code is in the picuture, the error is raised as the wrong and inability to execute the 'vmrun' command. How could I fix it?  ![image](https://github.com/xlang-ai/OSWorld/assets/140282198/1d235e05-5fde-49f3-ab1a-4783d108b7f3)   | Thanks for your sincere help, I suppose I find the source of the error. **After installing VMware station pro on Windows system, we should also add the whole VMware catalogue into our environmental variant**s, rather than solely add VMware/bin, which is chose by the installation process by default. In this case can we execute the `vmrun` commands smoothly, otherwise the error mentioned above will be raised.  Hope you can add some tips in the README file..... | Great!! I am so glad it works for you, yes I will add what you recommended to the README to make it more comprehensive, thanks!",A(violation),Medium
